date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2010-01-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.54,0.9219
2010-01-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1255
2010-01-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.66,0.9388
2010-01-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Millet,KG,actual,Retail,NAD,13.56,1.9114
2010-01-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Rice,KG,actual,Retail,NAD,19.97,2.8149
2010-01-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.9867
2010-01-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.58,1.2094
2010-01-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.33,0.8923
2010-01-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,1.14,0.1607
2010-01-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.26,0.8824
2010-01-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Rice,KG,actual,Retail,NAD,19.6,2.7627
2010-01-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.41,1.1854
2010-01-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.2,1.0149
2010-01-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.9,0.1269
2010-01-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.2,1.0149
2010-01-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Rice,KG,actual,Retail,NAD,14.79,2.0847
2010-01-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,10.25,1.4448
2010-01-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.06,0.8542
2010-01-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.87,0.1226
2010-01-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.63,0.9345
2010-01-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Millet,KG,actual,Retail,NAD,6.24,0.8796
2010-01-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Rice,KG,actual,Retail,NAD,12.6,1.776
2010-01-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.9867
2010-01-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.81,1.2418
2010-01-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.54,0.9219
2010-01-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,5.4,0.7612
2010-01-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Rice,KG,actual,Retail,NAD,18.42,2.5964
2010-01-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,10.45,1.473
2010-01-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Bread,Unit,actual,Retail,NAD,5.58,0.7865
2010-01-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1255
2010-01-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.17,1.0107
2010-01-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Millet,KG,actual,Retail,NAD,5.5,0.7753
2010-01-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Rice,KG,actual,Retail,NAD,17.51,2.4681
2010-01-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.5,1.0572
2010-01-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.86,1.2489
2010-01-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.82,0.9613
2010-01-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.65,0.9374
2010-01-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Rice,KG,actual,Retail,NAD,16.14,2.275
2010-01-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,12.32,1.7366
2010-01-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.29,0.8866
2010-01-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.3,1.029
2010-01-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Rice,KG,actual,Retail,NAD,17.48,2.4639
2010-01-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,11.8,1.6633
2010-02-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.61,0.9
2010-02-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1212
2010-02-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.43,0.8755
2010-02-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Millet,KG,actual,Retail,NAD,13.56,1.8463
2010-02-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Rice,KG,actual,Retail,NAD,16.97,2.3106
2010-02-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.9531
2010-02-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.58,1.1682
2010-02-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.33,0.8619
2010-02-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,1.14,0.1552
2010-02-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.26,0.8524
2010-02-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Rice,KG,actual,Retail,NAD,18.9,2.5734
2010-02-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.24,1.1219
2010-02-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.2,0.9803
2010-02-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.9,0.1225
2010-02-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.2,0.9803
2010-02-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Rice,KG,actual,Retail,NAD,15.69,2.1363
2010-02-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,10.17,1.3847
2010-02-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.17,0.8401
2010-02-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.87,0.1185
2010-02-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Maize meal,KG,actual,Retail,NAD,5.96,0.8115
2010-02-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Millet,KG,actual,Retail,NAD,7.86,1.0702
2010-02-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Rice,KG,actual,Retail,NAD,11.75,1.5999
2010-02-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.9531
2010-02-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.36,1.1383
2010-02-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.61,0.9
2010-02-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,5.4,0.7353
2010-02-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Rice,KG,actual,Retail,NAD,16.45,2.2398
2010-02-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,11.33,1.5427
2010-02-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Bread,Unit,actual,Retail,NAD,5.7,0.7761
2010-02-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1212
2010-02-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.17,0.9763
2010-02-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Millet,KG,actual,Retail,NAD,5.75,0.7829
2010-02-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Rice,KG,actual,Retail,NAD,16.99,2.3133
2010-02-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.25,0.9871
2010-02-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,9.74,1.3262
2010-02-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.01,0.9545
2010-02-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.61,0.9
2010-02-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Rice,KG,actual,Retail,NAD,16.14,2.1976
2010-02-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,11.17,1.5209
2010-02-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.29,0.8564
2010-02-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.3,0.994
2010-02-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Rice,KG,actual,Retail,NAD,17.48,2.38
2010-02-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,11.8,1.6067
2010-03-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.03,0.9974
2010-03-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1263
2010-03-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.42,0.9109
2010-03-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Millet,KG,actual,Retail,NAD,13.56,1.924
2010-03-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Rice,KG,actual,Retail,NAD,16.69,2.368
2010-03-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.9932
2010-03-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.58,1.2174
2010-03-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.33,0.8981
2010-03-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,1.14,0.1617
2010-03-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.17,0.8754
2010-03-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Rice,KG,actual,Retail,NAD,19.54,2.7724
2010-03-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.41,1.1932
2010-03-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.2,1.0216
2010-03-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.9,0.1277
2010-03-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.7,1.0925
2010-03-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Rice,KG,actual,Retail,NAD,14.41,2.0446
2010-03-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,10.35,1.4685
2010-03-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.23,0.8839
2010-03-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.87,0.1234
2010-03-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Maize meal,KG,actual,Retail,NAD,5.65,0.8016
2010-03-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Millet,KG,actual,Retail,NAD,7.86,1.1152
2010-03-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Rice,KG,actual,Retail,NAD,11.77,1.67
2010-03-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.9932
2010-03-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.75,1.2415
2010-03-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.03,0.9974
2010-03-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1263
2010-03-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.2,0.8797
2010-03-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Rice,KG,actual,Retail,NAD,10.99,1.5593
2010-03-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,10.43,1.4799
2010-03-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Bread,Unit,actual,Retail,NAD,5.42,0.769
2010-03-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1263
2010-03-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.17,1.0173
2010-03-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Millet,KG,actual,Retail,NAD,5.75,0.8158
2010-03-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Rice,KG,actual,Retail,NAD,16.06,2.2787
2010-03-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Sorghum,KG,actual,Retail,NAD,12.5,1.7736
2010-03-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,9.09,1.2897
2010-03-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.01,0.9946
2010-03-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.65,0.9435
2010-03-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Rice,KG,actual,Retail,NAD,16.14,2.29
2010-03-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,11.1,1.5749
2010-03-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.29,0.8925
2010-03-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Rice,KG,actual,Retail,NAD,17.48,2.4801
2010-03-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,11.8,1.6742
2010-04-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.03,0.9592
2010-04-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1214
2010-04-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.32,0.8623
2010-04-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Millet,KG,actual,Retail,NAD,13.56,1.8502
2010-04-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Rice,KG,actual,Retail,NAD,20.97,2.8612
2010-04-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.9551
2010-04-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.76,1.1953
2010-04-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.33,0.8637
2010-04-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,1.14,0.1555
2010-04-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.04,0.8241
2010-04-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Rice,KG,actual,Retail,NAD,19.54,2.6661
2010-04-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,7.7,1.0506
2010-04-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.2,0.9824
2010-04-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.92,0.1255
2010-04-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Maize meal,KG,actual,Retail,NAD,3.98,0.543
2010-04-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Rice,KG,actual,Retail,NAD,14.87,2.0289
2010-04-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,10.34,1.4108
2010-04-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.23,0.85
2010-04-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.87,0.1187
2010-04-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Maize meal,KG,actual,Retail,NAD,5.9,0.805
2010-04-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Millet,KG,actual,Retail,NAD,6.21,0.8473
2010-04-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Rice,KG,actual,Retail,NAD,12.44,1.6974
2010-04-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.9551
2010-04-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.91,1.2157
2010-04-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.03,0.9592
2010-04-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1214
2010-04-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,5.2,0.7095
2010-04-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Rice,KG,actual,Retail,NAD,13.88,1.8938
2010-04-15,Omaheke,Gobabis,Gobabis,-22.433,18.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,10.08,1.3754
2010-04-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Bread,Unit,actual,Retail,NAD,5.59,0.7627
2010-04-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.89,0.1214
2010-04-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.77,0.9237
2010-04-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Millet,KG,actual,Retail,NAD,5.75,0.7846
2010-04-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Rice,KG,actual,Retail,NAD,20.21,2.7575
2010-04-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.5,1.0233
2010-04-15,Oshana,Oshakati East,Oshakati,-17.784,15.699,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.24,1.1243
2010-04-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.01,0.9565
2010-04-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.21,0.8473
2010-04-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Rice,KG,actual,Retail,NAD,16.14,2.2022
2010-04-15,Otjozondjupa,Otjiwarongo,Otjiwarongo,-20.464,16.653,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,11.39,1.5541
2010-04-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.19,0.8446
2010-04-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.3,0.996
2010-04-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Rice,KG,actual,Retail,NAD,17.48,2.385
2010-04-15,Zambezi,Kongola,Katima,-17.631,24.178,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,14.32,1.9539
2010-05-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.0,0.3672
2010-05-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.87,0.0456
2010-05-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Maize meal,KG,actual,Retail,NAD,6.31,0.331
2010-05-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Millet,KG,actual,Retail,NAD,13.56,0.7114
2010-05-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Rice,KG,actual,Retail,NAD,20.97,1.1001
2010-05-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Sorghum,KG,actual,Retail,NAD,7.0,0.3672
2010-05-15,Erongo,Swakopmund,Swakopmund,-22.683,14.533,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,8.75,0.459
2010-05-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.33,0.3321
2010-05-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,1.14,0.0598
2010-05-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Maize meal,KG,actual,Retail,NAD,5.6,0.2938
2010-05-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Rice,KG,actual,Retail,NAD,19.33,1.0141
2010-05-15,Hardap,Mariental Urban,Mariental,-24.633,17.967,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,7.93,0.416
2010-05-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread,Unit,actual,Retail,NAD,7.2,0.3777
2010-05-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Bread (brotchen),Unit,actual,Retail,NAD,0.9,0.0472
2010-05-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Maize meal,KG,actual,Retail,NAD,7.7,0.4039
2010-05-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Rice,KG,actual,Retail,NAD,14.87,0.7801
2010-05-15,Karas,Keetmanshoop Urban,Keetmanshoop,-26.579,18.133,cereals and tubers,Wheat flour,KG,actual,Retail,NAD,10.34,0.5424
2010-05-15,Khomas,Windhoek East,Windhoek,-22.57,17.084,cereals and tubers,Bread,Unit,actual,Retail,NAD,6.23,0.3268
