"fdc_id_of_sample_food","fdc_id_of_acquisition_food"
"319874","319876"
"319874","319875"
"319879","319881"
"319879","319880"
"319885","319890"
"319885","319887"
"319885","319888"
"319885","319891"
"319885","319889"
"fdc_id","acquisition_date","market_class","treatment","state"
"335241","2016-11-11","Dark Red Kidney","Control","PR"
"335242","2016-11-11","Dark Red Kidney","Control","PR"
"335243","2016-11-11","Dark Red Kidney","Control","PR"
"335244","2016-11-11","Dark Red Kidney","Control","PR"
"335246","2016-11-11","Pink","Control","PR"
"335247","2016-11-11","Pink","Control","PR"
"335248","2016-11-11","Pink","Control","PR"
"335249","2016-11-11","Pink","Control","PR"
"335250","2016-11-11","Pink","Control","PR"
"fdc_id","data_type","description","food_category_id","publication_date"
"319874","sample_food","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319875","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319876","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319877","sub_sample_food","Hummus","16","2019-04-01"
"319878","sub_sample_food","Hummus","16","2019-04-01"
"319879","sample_food","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319880","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319881","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319882","sub_sample_food","Hummus","16","2019-04-01"
"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"1833152","321358","","","Ontology name for source","legume food product"
"1833151","321358","","","Ontology ID for source","http://purl.obolibrary.org/obo/FOODON_00001264"
"1833150","321358","","","FoodOn Ontology name for FDC item","hummus"
"1833149","321358","","","FoodOn Ontology ID for FDC item","http://purl.obolibrary.org/obo/FOODON_00003049"
"1832726","321358","","","NCBI Taxon","http://purl.bioontology.org/ontology/NCBITAXON/3827"
"1833356","321360","","","Ontology name for source","vegetable food product"
"1833355","321360","","","Ontology ID for source","http://purl.obolibrary.org/obo/FOODON_00001261"
"1833354","321360","","","FoodOn Ontology name for FDC item","grape tomato (whole, raw)"
"1833353","321360","","","FoodOn Ontology ID for FDC item","http://purl.obolibrary.org/obo/FOODON_00003299"
"id","name","description"
"998","Update Log","Changes that were made to this food"
"999","Attribute","Generic attributes"
"1000","Common Name","Common names associated with a food."
"1001","Additional Description","Additional descriptions for the food."
"1002","Adjustments","Adjustments made to foods, including moisture changes"
"food_nutrient_conversion_factor_id","protein_value","fat_value","carbohydrate_value"
"22503","3.47","8.37","4.07"
"22505","4.27","8.79","3.87"
"22507","2.44","8.37","3.57"
"22510","2.44","8.37","3.57"
"22512","2.44","8.37","3.57"
"22514","4.27","8.79","3.87"
"22516","4.27","8.79","3.87"
"22518","4.27","8.79","3.87"
"22520","4.27","9.02","3.87"
"id","fdc_id","name","pct_weight","is_refuse","gram_weight","data_points","min_year_acqured"
"56885","","Bone and connective tissue","0.1","Y","1.3","2",""
"56886","","External fat","1.0","Y","9.6","2",""
"56887","","Handling loss","0.2","N","2.0","2",""
"56888","","Seam fat","0.0","Y","0.0","2",""
"56889","","Separable Lean","98.7","N","994.0","2",""
"56890","","Total gram weight","","N","1010.0","2",""
"56891","","Bone and connective tissue","0.0","Y","0.0","6",""
"56892","","External fat","1.0","Y","1.3","6",""
"56893","","Handling loss","0.4","N","0.5","6",""
"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"2201847","319877","1051","56.3","1","1","","","","",""
"2201845","319877","1002","1.28","1","1","","","","",""
"2201846","319877","1004","19.0","1","1","","","","",""
"2201844","319877","1007","1.98","1","1","","","","",""
"2201852","319878","1091","188.0","1","1","","","","",""
"2201851","319878","1101","1.21","1","1","","","","",""
"2201853","319878","1092","326.0","1","1","","","","",""
"2201848","319878","1087","46.0","1","1","","","","",""
"2201854","319878","1093","446.0","1","1","","","","",""
"id","fdc_id"
"22721","746952"
"22722","747429"
"22723","747693"
"22724","749420"
"22725","789890"
"22726","789951"
"22727","790018"
"22728","790085"
"22729","790146"
"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight","data_points","footnote","min_year_acquired"
"118702","319875","","2.0","1001","","","35.8","1","",""
"118703","319880","","2.0","1001","","","36.2","1","",""
"118704","319881","","2.0","1001","","","33.4","1","",""
